Context_ID,Group,Retailer,Store,Date,Hour,Product_Number,Product_Name,Group_Respondents,Actual_Price,Peer_Group_Count,Peer_Group_Unique_Prices,Peer_Group_Min,Peer_Group_Median,Peer_Group_Max,Peer_Deviation_Pct,Peer_Max_Min_Spread_Pct,Peer_Price_Position,OOF_Predicted_Price,OOF_Model_Deviation_Pct,Evidence_Score,Evidence_Level,Final_Signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",10,6.99,5,2,6.47,6.99,6.99,0.0,8.037094281298307,1.0,9.376295917527505,-25.45030509400521,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",7,6.99,5,2,6.47,6.99,6.99,0.0,8.037094281298307,1.0,9.376295917527505,-25.45030509400521,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",3,6.99,5,2,6.47,6.99,6.99,0.0,8.037094281298307,1.0,9.376295917527505,-25.45030509400521,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",3,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,4.124389702179981,-3.2584142596648324,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",9,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,4.111668516980598,-2.9591032564547426,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",10,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,4.131829519020528,-3.4326082034030536,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",7,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,4.131829519020528,-3.4326082034030536,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",3,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,4.131829519020528,-3.4326082034030536,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,8,"Signature Select Saltine Crackers, 16 oz.",3,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,3.3056339182066194,20.703020925095792,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,8,"Signature Select Saltine Crackers, 16 oz.",9,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,3.3056339182066194,20.703020925095792,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,8,"Signature Select Saltine Crackers, 16 oz.",10,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,3.3056339182066194,20.703020925095792,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,8,"Signature Select Saltine Crackers, 16 oz.",7,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,3.3056339182066194,20.703020925095792,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,8,"Signature Select Saltine Crackers, 16 oz.",3,3.99,5,1,3.99,3.99,3.99,0.0,0.0,0.5,3.3056339182066194,20.703020925095792,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",3,4.31,5,3,4.31,4.89,4.89,-11.860940695296529,13.457076566125291,0.0,5.544552797285457,-22.266048181376842,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",9,4.69,5,3,4.31,4.89,4.89,-4.089979550102241,13.457076566125291,0.6551724137931048,5.497098348594627,-14.682261393430728,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",10,4.89,5,3,4.31,4.89,4.89,0.0,13.457076566125291,1.0,5.497098348594627,-11.043978297201784,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",7,4.89,5,3,4.31,4.89,4.89,0.0,13.457076566125291,1.0,5.497098348594627,-11.043978297201784,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",3,4.89,5,3,4.31,4.89,4.89,0.0,13.457076566125291,1.0,5.497098348594627,-11.043978297201784,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_10,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,10,"Lucerne Eggs, Large, 12 ct.",2,4.69,4,3,4.28,4.59,4.69,2.178649237472774,9.579439252336451,1.0,6.356798530748047,-26.220722942306352,8.714596949891096,Slightly above peers,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_10,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,10,"Lucerne Eggs, Large, 12 ct.",6,4.59,4,3,4.28,4.59,4.69,0.0,9.579439252336451,0.7560975609756085,6.356798530748047,-27.793841856116465,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_10,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,10,"Lucerne Eggs, Large, 12 ct.",4,4.59,4,3,4.28,4.59,4.69,0.0,9.579439252336451,0.7560975609756085,6.356798530748047,-27.793841856116465,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_10,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,10,"Lucerne Eggs, Large, 12 ct.",2,4.28,4,3,4.28,4.59,4.69,-6.753812636165568,9.579439252336451,0.0,6.356798530748047,-32.67051048892776,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_11,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,11,"KIND Dark Chocolate Nuts & Sea Salt, 6 bars",2,10.99,4,2,10.99,10.99,11.59,0.0,5.459508644222017,0.0,8.23853998441957,33.397422611092395,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_11,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,11,"KIND Dark Chocolate Nuts & Sea Salt, 6 bars",6,10.99,4,2,10.99,10.99,11.59,0.0,5.459508644222017,0.0,8.987180998411766,22.28528614191896,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_11,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,11,"KIND Dark Chocolate Nuts & Sea Salt, 6 bars",4,10.99,4,2,10.99,10.99,11.59,0.0,5.459508644222017,0.0,8.987180998411766,22.28528614191896,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_11,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,11,"KIND Dark Chocolate Nuts & Sea Salt, 6 bars",2,11.59,4,2,10.99,10.99,11.59,5.459508644222022,5.459508644222017,1.0,8.23853998441957,40.680266429714386,21.838034576888088,Noticeably above peers,Moderate signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_12,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,12,"Heinz Tomato Ketchup, 20 oz.",2,4.99,4,1,4.99,4.99,4.99,0.0,0.0,0.5,5.74772076969019,-13.182978089087506,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_12,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,12,"Heinz Tomato Ketchup, 20 oz.",6,4.99,4,1,4.99,4.99,4.99,0.0,0.0,0.5,5.5743216033152185,-10.482380545961046,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_12,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,12,"Heinz Tomato Ketchup, 20 oz.",4,4.99,4,1,4.99,4.99,4.99,0.0,0.0,0.5,5.5743216033152185,-10.482380545961046,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_12,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,12,"Heinz Tomato Ketchup, 20 oz.",2,4.99,4,1,4.99,4.99,4.99,0.0,0.0,0.5,5.74772076969019,-13.182978089087506,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_13,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,13,"Quaker 1-Minute Oats, 42 oz.",2,6.99,4,1,6.99,6.99,6.99,0.0,0.0,0.5,7.529142481869476,-7.160742185019819,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_13,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,13,"Quaker 1-Minute Oats, 42 oz.",6,6.99,4,1,6.99,6.99,6.99,0.0,0.0,0.5,8.249913408969691,-15.271837975897473,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_13,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,13,"Quaker 1-Minute Oats, 42 oz.",4,6.99,4,1,6.99,6.99,6.99,0.0,0.0,0.5,8.249913408969691,-15.271837975897473,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_13,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,13,"Quaker 1-Minute Oats, 42 oz.",2,6.99,4,1,6.99,6.99,6.99,0.0,0.0,0.5,7.529142481869476,-7.160742185019819,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_14,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,14,"Signature Select Quick One Minute Oatmeal, 42 oz.",2,5.99,4,3,5.99,6.39,6.69,-6.2597809076682225,11.686143572621036,0.0,5.509702114382863,8.717311310957054,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_14,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,14,"Signature Select Quick One Minute Oatmeal, 42 oz.",6,6.39,4,3,5.99,6.39,6.69,0.0,11.686143572621036,0.5714285714285705,5.509702114382863,15.9772319327238,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_14,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,14,"Signature Select Quick One Minute Oatmeal, 42 oz.",4,6.39,4,3,5.99,6.39,6.69,0.0,11.686143572621036,0.5714285714285705,5.509702114382863,15.9772319327238,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_14,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,14,"Signature Select Quick One Minute Oatmeal, 42 oz.",2,6.69,4,3,5.99,6.39,6.69,4.694835680751175,11.686143572621036,1.0,5.509702114382863,21.422172399048844,18.7793427230047,Slightly above peers,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_15,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",2,2.69,4,2,2.69,2.69,2.79,0.0,3.7174721189591113,0.0,2.7013230343644725,-0.4191662463329471,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_15,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",6,2.69,4,2,2.69,2.69,2.79,0.0,3.7174721189591113,0.0,2.7013230343644725,-0.4191662463329471,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_15,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",4,2.69,4,2,2.69,2.69,2.79,0.0,3.7174721189591113,0.0,2.7013230343644725,-0.4191662463329471,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_15,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",2,2.79,4,2,2.69,2.69,2.79,3.7174721189591198,3.7174721189591113,1.0,2.7013230343644725,3.282723484286665,14.869888475836479,Slightly above peers,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_16,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,16,"Signature Select Farfalle, 12 oz.",2,1.49,4,2,1.25,1.49,1.49,0.0,19.2,1.0,2.261094496509485,-34.10270989115427,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_16,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,16,"Signature Select Farfalle, 12 oz.",6,1.25,4,2,1.25,1.49,1.49,-16.10738255033557,19.2,0.0,2.261094496509485,-44.717038499290496,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_16,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,16,"Signature Select Farfalle, 12 oz.",4,1.49,4,2,1.25,1.49,1.49,0.0,19.2,1.0,2.261094496509485,-34.10270989115427,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_16,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,16,"Signature Select Farfalle, 12 oz.",2,1.49,4,2,1.25,1.49,1.49,0.0,19.2,1.0,2.261094496509485,-34.10270989115427,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_17,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,17,"Skippy Creamy Peanut Butter, 16 oz.",2,4.06,4,2,3.99,3.99,4.06,1.754385964912264,1.7543859649122653,1.0,2.9224368803102574,38.92515617202908,7.017543859649056,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_17,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,17,"Skippy Creamy Peanut Butter, 16 oz.",6,3.99,4,2,3.99,3.99,4.06,0.0,1.7543859649122653,0.0,3.099181847458126,28.743655467409933,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_17,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,17,"Skippy Creamy Peanut Butter, 16 oz.",4,3.99,4,2,3.99,3.99,4.06,0.0,1.7543859649122653,0.0,3.099181847458126,28.743655467409933,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_17,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,17,"Skippy Creamy Peanut Butter, 16 oz.",2,3.99,4,2,3.99,3.99,4.06,0.0,1.7543859649122653,0.0,2.9224368803102574,36.52989485871825,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_18,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",2,4.69,4,2,4.69,4.89,4.89,-4.089979550102241,4.2643923240938015,0.0,3.0416876185449113,54.1907187117266,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_18,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",6,4.89,4,2,4.69,4.89,4.89,0.0,4.2643923240938015,1.0,3.0416876185449113,60.76601588493453,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_18,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",4,4.89,4,2,4.69,4.89,4.89,0.0,4.2643923240938015,1.0,3.0416876185449113,60.76601588493453,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_18,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",2,4.89,4,2,4.69,4.89,4.89,0.0,4.2643923240938015,1.0,3.0416876185449113,60.76601588493453,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_19,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",2,6.99,4,1,6.99,6.99,6.99,0.0,0.0,0.5,5.5823692526791655,25.215650982694605,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_19,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",6,6.99,4,1,6.99,6.99,6.99,0.0,0.0,0.5,5.753947948696457,21.481808009465396,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_19,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",4,6.99,4,1,6.99,6.99,6.99,0.0,0.0,0.5,5.599583837497539,24.830705331913407,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_19,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",2,6.99,4,1,6.99,6.99,6.99,0.0,0.0,0.5,5.756196009245592,21.434363749474073,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_2,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",2,1.59,4,2,1.49,1.54,1.59,3.2467532467532534,6.71140939597316,1.0,1.9688075531270373,-19.240456108845226,12.987012987013014,Slightly above peers,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_2,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",6,1.49,4,2,1.49,1.54,1.59,-3.2467532467532534,6.71140939597316,0.0,1.9630972791278514,-24.099533128487405,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_2,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",4,1.49,4,2,1.49,1.54,1.59,-3.2467532467532534,6.71140939597316,0.0,1.9630972791278514,-24.099533128487405,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_2,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",2,1.59,4,2,1.49,1.54,1.59,3.2467532467532534,6.71140939597316,1.0,1.9688075531270373,-19.240456108845226,12.987012987013014,Slightly above peers,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_20,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",2,15.99,4,2,15.99,16.99,16.99,-5.885815185403165,6.253908692933072,0.0,10.970711721470007,45.75171060877574,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_20,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",6,16.99,4,2,15.99,16.99,16.99,0.0,6.253908692933072,1.0,6.756787972762443,151.45083830496185,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_20,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",4,16.99,4,2,15.99,16.99,16.99,0.0,6.253908692933072,1.0,15.184635470177572,11.889416333820723,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_20,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",2,16.99,4,2,15.99,16.99,16.99,0.0,6.253908692933072,1.0,10.970711721470007,54.86688950863663,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_3,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,3,"Cheerios, 8.9 oz.",2,5.99,4,3,5.99,6.39,6.69,-6.2597809076682225,11.686143572621036,0.0,9.65615718987734,-37.967041316607954,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_3,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,3,"Cheerios, 8.9 oz.",6,6.39,4,3,5.99,6.39,6.69,0.0,11.686143572621036,0.5714285714285705,9.587005637865015,-33.34728025232469,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_3,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,3,"Cheerios, 8.9 oz.",4,6.39,4,3,5.99,6.39,6.69,0.0,11.686143572621036,0.5714285714285705,8.348180467912577,-23.45637442121817,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_3,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,3,"Cheerios, 8.9 oz.",2,6.69,4,3,5.99,6.39,6.69,4.694835680751175,11.686143572621036,1.0,9.65615718987734,-30.71778070252209,18.7793427230047,Slightly above peers,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_4,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,4,"Kellogg's Corn Flakes, 18 oz.",2,3.99,4,1,3.99,3.99,3.99,0.0,0.0,0.5,6.085858087787852,-34.43816890823484,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_4,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,4,"Kellogg's Corn Flakes, 18 oz.",6,3.99,4,1,3.99,3.99,3.99,0.0,0.0,0.5,6.123110822970043,-34.83704418623225,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_4,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,4,"Kellogg's Corn Flakes, 18 oz.",4,3.99,4,1,3.99,3.99,3.99,0.0,0.0,0.5,6.123110822970043,-34.83704418623225,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_4,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,4,"Kellogg's Corn Flakes, 18 oz.",2,3.99,4,1,3.99,3.99,3.99,0.0,0.0,0.5,6.085858087787852,-34.43816890823484,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_5,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,5,"Signature Select Corn Flakes, 18 oz.",2,2.99,4,3,2.99,3.49,3.69,-14.326647564469909,23.411371237458184,0.0,5.629123932516017,-46.88338654744136,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_5,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,5,"Signature Select Corn Flakes, 18 oz.",6,3.49,4,3,2.99,3.49,3.69,0.0,23.411371237458184,0.7142857142857145,5.629123932516017,-38.00100971590982,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_5,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,5,"Signature Select Corn Flakes, 18 oz.",4,3.49,4,3,2.99,3.49,3.69,0.0,23.411371237458184,0.7142857142857145,5.629123932516017,-38.00100971590982,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_5,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,5,"Signature Select Corn Flakes, 18 oz.",2,3.69,4,3,2.99,3.49,3.69,5.730659025787954,23.411371237458184,1.0,5.629123932516017,-34.448058983297216,22.922636103151817,Noticeably above peers,Moderate signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_6,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",2,7.99,4,1,7.99,7.99,7.99,0.0,0.0,0.5,6.80279999700101,17.451637612782413,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_6,5-B,Safeway,Safeway-DC2,2025-09-10,11:00 EST,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",6,7.99,4,1,7.99,7.99,7.99,0.0,0.0,0.5,7.075081988565414,12.931553484655801,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_6,5-C,Safeway,Safeway-DC2,2025-09-10,11:00 EST,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",4,7.99,4,1,7.99,7.99,7.99,0.0,0.0,0.5,7.075081988565414,12.931553484655801,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_6,5-D,Safeway,Safeway-DC2,2025-09-10,11:00 EST,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",2,7.99,4,1,7.99,7.99,7.99,0.0,0.0,0.5,6.80279999700101,17.451637612782413,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_7,5-A,Safeway,Safeway-DC2,2025-09-10,11:00 EST,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",2,4.99,4,2,4.99,5.49,5.49,-9.107468123861562,10.020040080160319,0.0,4.324459598758889,15.390140341052593,0.0,Within observed peer range,Low signal
